id,name,description,category,price,in_stock,rating,review_count,sku,manufacturer,country
960,Мотыга,"🔨 Мотыга садовая «Земледел» — точность и надёжность в каждом взмахе

Мотыга «Земледел» — это классический инструмент для настоящего садовода. Она создана для рыхления, окучивания, удаления сорняков и подготовки почвы к посадке. Эргономичный дизайн, высокопрочные материалы и идеальный баланс делают эту мотыгу незаменимой на любом дачном участке.

Рабочая часть изготовлена из закалённой углеродистой стали с антикоррозийным покрытием, что обеспечивает долгий срок службы и устойчивость к ржавчине. Деревянная ручка тщательно отшлифована, покрыта лаком и удобно ложится в руку, снижая усталость при длительной работе.

Технические характеристики:
	•	Материал рабочей части: закалённая сталь
	•	Покрытие: антикоррозийное защитное
	•	Ширина лезвия: 14 см
	•	Длина черенка: 120 см
	•	Материал черенка: древесина (ясень), покрытая защитным лаком
	•	Вес: 850 г
	•	Тип крепления: надёжное металлическое гнездо без люфта

Преимущества:
	•	Острые грани лезвия легко входят в почву, облегчая рыхление.
	•	Надёжная сборка — ничего не шатается, не выпадает.
	•	Долговечность: выдерживает большие нагрузки, не деформируется.
	•	Идеальна как для лёгкой, так и для тяжёлой почвы.

Мотыга «Земледел» — это классика, проверенная временем. Используйте то, что действительно работает.",Товары для дачи,2455,Да,3.2,966,CCC-2222,Зелёный Дом,Россия
961,Кусторез,"✂️ Кусторез электрический «Садовник Pro 550» — точная форма, идеальные линии

Электрический кусторез «Садовник Pro 550» создан для тех, кто ценит аккуратность, скорость и комфорт при уходе за садом. Этот инструмент поможет вам легко подравнивать живые изгороди, формировать кустарники и придавать ландшафту ухоженный вид без лишних усилий.

Компактный, лёгкий, но при этом мощный — «Садовник Pro 550» оснащён двигателем в 550 Вт, что позволяет справляться даже с плотными ветками диаметром до 20 мм. Двусторонние лезвия из высококачественной стали обеспечивают чистый и точный срез, минимизируя повреждения растения.

Технические характеристики:
	•	Мощность двигателя: 550 Вт
	•	Длина лезвия: 600 мм
	•	Толщина срезаемой ветки: до 20 мм
	•	Вес: 2.9 кг
	•	Тип лезвий: двусторонние, самозатачивающиеся
	•	Уровень шума: 96 дБ
	•	Система безопасности: двуручный пуск, защита от случайного включения
	•	Эргономика: прорезиненные ручки, удобная развесовка

Преимущества:
	•	Удобный хват и малый вес — минимум нагрузки на руки и спину.
	•	Защитный экран от летящих обрезков.
	•	Простая очистка и уход, долговечные лезвия.
	•	Идеален для работы даже в плотных насаждениях.

С «Садовник Pro 550» вы превращаете работу в саду в настоящее удовольствие. Забудьте о ножницах — доверьтесь профессиональному инструменту.
",Товары для дачи,1602,Нет,3.0,972,AAA-0000,GardenPro,Китай
962,Шланг,"💧 Садовый шланг «АкваПоток 25» (25 метров)

Гибкий, прочный и лёгкий садовый шланг, который станет вашим надёжным помощником при поливе сада, огорода, клумб или мытье автомобиля. «АкваПоток 25» изготовлен из многослойного армированного ПВХ, что делает его устойчивым к изломам, перепадам температуры и воздействию ультрафиолета.

Шланг сохраняет форму, не перекручивается во время эксплуатации и остаётся эластичным даже при низких температурах. Он совместим с большинством стандартных соединений и быстро подключается к системе водоснабжения.

Особенности и преимущества:
	•	Длина: 25 метров
	•	Диаметр: 1/2 дюйма (12.5 мм)
	•	Материал: многослойный армированный ПВХ
	•	Температурный режим: от -10°C до +60°C
	•	Рабочее давление: до 10 бар
	•	Устойчив к ультрафиолету и износу
	•	Не содержит кадмий, барий и свинец
	•	Совместим с большинством коннекторов и пистолетов-распылителей

Идеальное решение для регулярного полива и бытового использования. С «АкваПоток 25» вы забудете о перегибах, трещинах и проблемах с напором — только комфорт и результат.",Товары для дачи,3401,Да,4.6,624,BBB-1111,GardenPro,Беларусь
963,Газонокосилка,"🌿 Газонокосилка электрическая «Торнадо 3200» — точный рез, без шума и хлопот

Если вы хотите ухоженный газон без особых усилий — газонокосилка «Торнадо 3200» станет вашим надёжным помощником. Эта модель идеально подходит для дачных участков, частных домов и небольших парков — компактная, манёвренная и при этом достаточно мощная, чтобы справиться даже с запущенной травой.

Работает от обычной электросети 220В, не требует заправки топливом и не выбрасывает вредные выхлопы — экологично и бесшумно. Удобна как для молодых садоводов, так и для пожилых людей — всё просто, безопасно и эффективно.

Технические характеристики:
	•	Мощность двигателя: 1600 Вт
	•	Ширина скашивания: 38 см
	•	Высота скашивания: регулируемая, от 25 до 70 мм (5 уровней)
	•	Объём травосборника: 40 л
	•	Тип привода: толкаемая (ручная)
	•	Материал корпуса: ударопрочный ABS-пластик
	•	Вес: 12 кг
	•	Уровень шума: до 84 дБ — тише бензиновых аналогов

Преимущества:
	•	Лёгкий запуск одной кнопкой, без рывков и дерганий.
	•	Большие задние колёса для лучшего маневрирования на неровном участке.
	•	Вместительный травосборник легко снимается и очищается.
	•	Ножи из закалённой стали — острые, долговечные, легко заменяются.
	•	Эргономичная складная ручка для компактного хранения.
	•	Не требует замены масла и фильтров — минимальное обслуживание.

С «Торнадо 3200» ваш газон всегда будет выглядеть как на картинке — свежеподстриженный, ровный и аккуратный. Это идеальный выбор для тех, кто ценит время, чистоту и тишину.",Товары для дачи,2452,Нет,4.5,600,DDD-3333,Зелёный Дом,Беларусь
964,Лопата,"🛠️ Лопата штыковая усиленная «Грунт-Мастер 2.0»

Надёжная и универсальная лопата, которая станет незаменимым инструментом на любом садовом или строительном участке. Штыковая форма рабочей части позволяет с лёгкостью копать, подрезать корни, переносить грунт и выполнять множество других задач. Благодаря специально закалённой стали и усиленной конструкции, лопата выдерживает высокие нагрузки и не деформируется при работе с тяжёлым грунтом или глиной.

Лезвие имеет заострённую кромку для лучшего проникновения в землю, а дополнительная ребристая структура усиливает прочность и устойчивость к изгибу. Черенок выполнен из твёрдой древесины и покрыт влагостойким лаком, а Т-образная рукоятка способствует удобному захвату и снижению нагрузки на запястья.

Технические характеристики:
	•	Тип: штыковая
	•	Материал лезвия: углеродистая сталь с антикоррозийным покрытием
	•	Ширина лезвия: 21 см
	•	Длина инструмента: 120 см
	•	Черенок: дерево (ясень), лакированный
	•	Тип рукоятки: Т-образная
	•	Вес: 1.2 кг
	•	Производитель: Грунт-Мастер
	•	Гарантия: 3 года

Лопата отлично подойдёт как для сезонных работ на даче, так и для регулярного использования в условиях повышенной нагрузки. Простая в обслуживании, устойчивая к коррозии и сколам.",Товары для дачи,4303,Нет,3.9,907,BBB-1111,ТехноТулс,Беларусь
965,Фонарик уличный,"🔦 Уличный фонарик «СветЛайт PRO» — автономное освещение нового поколения

Забудьте о проводах, счетах за электричество и темных уголках на участке — с уличным фонариком «СветЛайт PRO» вы получаете надёжный, экономичный и стильный источник света, который работает от солнечной энергии. Он автоматически заряжается днем и включается, когда стемнеет — полный комфорт без вашего участия.

Фонарик отлично подойдёт для освещения дорожек, двора, входной группы, террасы, беседки или даже парковки. Ударопрочный, влагозащищённый и с современным дизайном, он легко впишется в любой экстерьер.

Технические характеристики:
	•	Источник питания: солнечная панель + аккумулятор 2400 мАч
	•	Тип света: LED, холодный белый (6000K)
	•	Световой поток: 500 люмен
	•	Время автономной работы: до 10 часов
	•	Материал корпуса: анодированный алюминий + закалённое стекло
	•	Класс влагозащиты: IP65 — не боится дождя и снега
	•	Встроенный датчик освещённости и движения
	•	Крепление: на стену / столб / перила (универсальный комплект в наборе)

Преимущества:
	•	Полностью автономная работа: не требует подключения к сети.
	•	Умное освещение: включается при движении или наступлении темноты.
	•	Экономия: бесплатная энергия солнца, не нужно менять батарейки.
	•	Прочный корпус: выдерживает морозы, жару, ветер и удары.
	•	Простая установка за 5 минут: без инструментов и кабелей.
	•	Современный минималистичный дизайн.

С «СветЛайт PRO» вы не только делаете участок уютнее и безопаснее, но и заботитесь об экологии. Идеальное решение для тех, кто ценит практичность, стиль и энергонезависимость.",Товары для дачи,1410,Нет,4.7,24,BBB-1111,GardenPro,Россия
966,Лопата,"🛠️ Лопата штыковая усиленная «Грунт-Мастер 2.0»

Надёжная и универсальная лопата, которая станет незаменимым инструментом на любом садовом или строительном участке. Штыковая форма рабочей части позволяет с лёгкостью копать, подрезать корни, переносить грунт и выполнять множество других задач. Благодаря специально закалённой стали и усиленной конструкции, лопата выдерживает высокие нагрузки и не деформируется при работе с тяжёлым грунтом или глиной.

Лезвие имеет заострённую кромку для лучшего проникновения в землю, а дополнительная ребристая структура усиливает прочность и устойчивость к изгибу. Черенок выполнен из твёрдой древесины и покрыт влагостойким лаком, а Т-образная рукоятка способствует удобному захвату и снижению нагрузки на запястья.

Технические характеристики:
	•	Тип: штыковая
	•	Материал лезвия: углеродистая сталь с антикоррозийным покрытием
	•	Ширина лезвия: 21 см
	•	Длина инструмента: 120 см
	•	Черенок: дерево (ясень), лакированный
	•	Тип рукоятки: Т-образная
	•	Вес: 1.2 кг
	•	Производитель: Грунт-Мастер
	•	Гарантия: 3 года

Лопата отлично подойдёт как для сезонных работ на даче, так и для регулярного использования в условиях повышенной нагрузки. Простая в обслуживании, устойчивая к коррозии и сколам.",Товары для дачи,1503,Да,3.3,972,AAA-0000,GardenPro,Китай
967,Газонокосилка,"🌿 Газонокосилка электрическая «Торнадо 3200» — точный рез, без шума и хлопот

Если вы хотите ухоженный газон без особых усилий — газонокосилка «Торнадо 3200» станет вашим надёжным помощником. Эта модель идеально подходит для дачных участков, частных домов и небольших парков — компактная, манёвренная и при этом достаточно мощная, чтобы справиться даже с запущенной травой.

Работает от обычной электросети 220В, не требует заправки топливом и не выбрасывает вредные выхлопы — экологично и бесшумно. Удобна как для молодых садоводов, так и для пожилых людей — всё просто, безопасно и эффективно.

Технические характеристики:
	•	Мощность двигателя: 1600 Вт
	•	Ширина скашивания: 38 см
	•	Высота скашивания: регулируемая, от 25 до 70 мм (5 уровней)
	•	Объём травосборника: 40 л
	•	Тип привода: толкаемая (ручная)
	•	Материал корпуса: ударопрочный ABS-пластик
	•	Вес: 12 кг
	•	Уровень шума: до 84 дБ — тише бензиновых аналогов

Преимущества:
	•	Лёгкий запуск одной кнопкой, без рывков и дерганий.
	•	Большие задние колёса для лучшего маневрирования на неровном участке.
	•	Вместительный травосборник легко снимается и очищается.
	•	Ножи из закалённой стали — острые, долговечные, легко заменяются.
	•	Эргономичная складная ручка для компактного хранения.
	•	Не требует замены масла и фильтров — минимальное обслуживание.

С «Торнадо 3200» ваш газон всегда будет выглядеть как на картинке — свежеподстриженный, ровный и аккуратный. Это идеальный выбор для тех, кто ценит время, чистоту и тишину.",Товары для дачи,3327,Да,3.4,398,CCC-2222,Зелёный Дом,Германия
968,Шланг,"💧 Садовый шланг «АкваПоток 25» (25 метров)

Гибкий, прочный и лёгкий садовый шланг, который станет вашим надёжным помощником при поливе сада, огорода, клумб или мытье автомобиля. «АкваПоток 25» изготовлен из многослойного армированного ПВХ, что делает его устойчивым к изломам, перепадам температуры и воздействию ультрафиолета.

Шланг сохраняет форму, не перекручивается во время эксплуатации и остаётся эластичным даже при низких температурах. Он совместим с большинством стандартных соединений и быстро подключается к системе водоснабжения.

Особенности и преимущества:
	•	Длина: 25 метров
	•	Диаметр: 1/2 дюйма (12.5 мм)
	•	Материал: многослойный армированный ПВХ
	•	Температурный режим: от -10°C до +60°C
	•	Рабочее давление: до 10 бар
	•	Устойчив к ультрафиолету и износу
	•	Не содержит кадмий, барий и свинец
	•	Совместим с большинством коннекторов и пистолетов-распылителей

Идеальное решение для регулярного полива и бытового использования. С «АкваПоток 25» вы забудете о перегибах, трещинах и проблемах с напором — только комфорт и результат.",Товары для дачи,4420,Да,3.1,759,AAA-0000,Зелёный Дом,Германия
969,Мотыга,"🔨 Мотыга садовая «Земледел» — точность и надёжность в каждом взмахе

Мотыга «Земледел» — это классический инструмент для настоящего садовода. Она создана для рыхления, окучивания, удаления сорняков и подготовки почвы к посадке. Эргономичный дизайн, высокопрочные материалы и идеальный баланс делают эту мотыгу незаменимой на любом дачном участке.

Рабочая часть изготовлена из закалённой углеродистой стали с антикоррозийным покрытием, что обеспечивает долгий срок службы и устойчивость к ржавчине. Деревянная ручка тщательно отшлифована, покрыта лаком и удобно ложится в руку, снижая усталость при длительной работе.

Технические характеристики:
	•	Материал рабочей части: закалённая сталь
	•	Покрытие: антикоррозийное защитное
	•	Ширина лезвия: 14 см
	•	Длина черенка: 120 см
	•	Материал черенка: древесина (ясень), покрытая защитным лаком
	•	Вес: 850 г
	•	Тип крепления: надёжное металлическое гнездо без люфта

Преимущества:
	•	Острые грани лезвия легко входят в почву, облегчая рыхление.
	•	Надёжная сборка — ничего не шатается, не выпадает.
	•	Долговечность: выдерживает большие нагрузки, не деформируется.
	•	Идеальна как для лёгкой, так и для тяжёлой почвы.

Мотыга «Земледел» — это классика, проверенная временем. Используйте то, что действительно работает.",Товары для дачи,3310,Да,4.4,35,AAA-0000,ТехноТулс,Россия
970,Грабли,"🛠️ Грабли садовые «Садовник PRO»

Прочные и удобные грабли, идеально подходящие для ухода за садом и приусадебным участком. Инструмент оснащён широкой рабочей частью с 16 загнутыми зубьями, которые эффективно собирают листву, скошенную траву, мелкий мусор и разрыхляют поверхность почвы. За счёт эргономичного расположения зубьев обеспечивается оптимальный захват, что ускоряет работу и снижает нагрузку на руки.

Грабли изготовлены из высокопрочной стали, покрытой антикоррозийным составом, что гарантирует долгий срок службы даже при интенсивной эксплуатации в условиях повышенной влажности. Рукоятка выполнена из лёгкого и прочного алюминия с нескользящим покрытием, предотвращающим натирание ладоней при длительной работе.

Технические характеристики:
        •        Материал зубьев: сталь с антикоррозийным покрытием
        •        Ширина рабочей части: 42 см
        •        Количество зубьев: 16
        •        Длина инструмента: 150 см
        •        Рукоятка: алюминиевая, с прорезиненным покрытием
        •        Вес: 850 г
        •        Производитель: Садовник PRO
        •        Гарантия: 2 года

Это универсальный помощник для каждого дачника: лёгкий, надёжный и долговечный. Особенно хорошо подходит для осенней уборки листвы и весеннего ухода за участком.",Товары для дачи,753,Нет,4.2,820,AAA-0000,ТехноТулс,Германия
971,Теплица,"🌱 Теплица «Урожай-6» — ваш надёжный союзник в борьбе за богатый урожай

Теплица «Урожай-6» — это прочная и функциональная конструкция, предназначенная для круглогодичного выращивания овощей, зелени, рассады и даже цветов. Она создаёт идеальный микроклимат для растений, защищая их от неблагоприятных погодных условий: ветра, дождя, града и заморозков.

Каркас выполнен из оцинкованной стали, устойчив к коррозии и рассчитан на многолетнее использование без дополнительной обработки. Покрытие — сотовый поликарбонат толщиной 4 мм, который хорошо удерживает тепло, пропускает свет и служит естественным фильтром от ультрафиолета.

Характеристики:
	•	Габариты: 3 м (ширина) × 6 м (длина) × 2 м (высота в коньке)
	•	Площадь теплицы: 18 м²
	•	Каркас: оцинкованный профиль 20×20 мм
	•	Покрытие: поликарбонат 4 мм, светопропускаемость до 85%
	•	Ветростойкость: до 24 м/с
	•	Снеговая нагрузка: до 120 кг/м²
	•	Двери и форточки: по 2 с каждой стороны (для вентиляции)
	•	Срок службы: до 15 лет

Преимущества:
	•	Простая сборка без сварки и специнструментов — все крепления в комплекте.
	•	Укреплённый каркас выдерживает снежные зимы и сильный ветер.
	•	Защищает урожай от насекомых, болезней и перепадов температур.
	•	Оптимальная высота — удобно работать внутри, не сгибаясь.
	•	Возможно удлинение теплицы кратно 2 метрам — под ваши задачи.

«Урожай-6» — это не просто теплица, это миниатюрная ферма прямо у вас на участке. Создайте свой островок плодородия и стабильности, независимо от погодных капризов.
",Товары для дачи,883,Нет,4.8,638,DDD-3333,ТехноТулс,Беларусь
972,Шланг,"💧 Садовый шланг «АкваПоток 25» (25 метров)

Гибкий, прочный и лёгкий садовый шланг, который станет вашим надёжным помощником при поливе сада, огорода, клумб или мытье автомобиля. «АкваПоток 25» изготовлен из многослойного армированного ПВХ, что делает его устойчивым к изломам, перепадам температуры и воздействию ультрафиолета.

Шланг сохраняет форму, не перекручивается во время эксплуатации и остаётся эластичным даже при низких температурах. Он совместим с большинством стандартных соединений и быстро подключается к системе водоснабжения.

Особенности и преимущества:
	•	Длина: 25 метров
	•	Диаметр: 1/2 дюйма (12.5 мм)
	•	Материал: многослойный армированный ПВХ
	•	Температурный режим: от -10°C до +60°C
	•	Рабочее давление: до 10 бар
	•	Устойчив к ультрафиолету и износу
	•	Не содержит кадмий, барий и свинец
	•	Совместим с большинством коннекторов и пистолетов-распылителей

Идеальное решение для регулярного полива и бытового использования. С «АкваПоток 25» вы забудете о перегибах, трещинах и проблемах с напором — только комфорт и результат.",Товары для дачи,4708,Да,3.0,698,BBB-1111,GardenPro,Беларусь
973,Мотыга,"🔨 Мотыга садовая «Земледел» — точность и надёжность в каждом взмахе

Мотыга «Земледел» — это классический инструмент для настоящего садовода. Она создана для рыхления, окучивания, удаления сорняков и подготовки почвы к посадке. Эргономичный дизайн, высокопрочные материалы и идеальный баланс делают эту мотыгу незаменимой на любом дачном участке.

Рабочая часть изготовлена из закалённой углеродистой стали с антикоррозийным покрытием, что обеспечивает долгий срок службы и устойчивость к ржавчине. Деревянная ручка тщательно отшлифована, покрыта лаком и удобно ложится в руку, снижая усталость при длительной работе.

Технические характеристики:
	•	Материал рабочей части: закалённая сталь
	•	Покрытие: антикоррозийное защитное
	•	Ширина лезвия: 14 см
	•	Длина черенка: 120 см
	•	Материал черенка: древесина (ясень), покрытая защитным лаком
	•	Вес: 850 г
	•	Тип крепления: надёжное металлическое гнездо без люфта

Преимущества:
	•	Острые грани лезвия легко входят в почву, облегчая рыхление.
	•	Надёжная сборка — ничего не шатается, не выпадает.
	•	Долговечность: выдерживает большие нагрузки, не деформируется.
	•	Идеальна как для лёгкой, так и для тяжёлой почвы.

Мотыга «Земледел» — это классика, проверенная временем. Используйте то, что действительно работает.",Товары для дачи,3657,Нет,4.5,262,CCC-2222,GardenPro,Германия
974,Шланг,"💧 Садовый шланг «АкваПоток 25» (25 метров)

Гибкий, прочный и лёгкий садовый шланг, который станет вашим надёжным помощником при поливе сада, огорода, клумб или мытье автомобиля. «АкваПоток 25» изготовлен из многослойного армированного ПВХ, что делает его устойчивым к изломам, перепадам температуры и воздействию ультрафиолета.

Шланг сохраняет форму, не перекручивается во время эксплуатации и остаётся эластичным даже при низких температурах. Он совместим с большинством стандартных соединений и быстро подключается к системе водоснабжения.

Особенности и преимущества:
	•	Длина: 25 метров
	•	Диаметр: 1/2 дюйма (12.5 мм)
	•	Материал: многослойный армированный ПВХ
	•	Температурный режим: от -10°C до +60°C
	•	Рабочее давление: до 10 бар
	•	Устойчив к ультрафиолету и износу
	•	Не содержит кадмий, барий и свинец
	•	Совместим с большинством коннекторов и пистолетов-распылителей

Идеальное решение для регулярного полива и бытового использования. С «АкваПоток 25» вы забудете о перегибах, трещинах и проблемах с напором — только комфорт и результат.",Товары для дачи,4515,Да,3.6,448,AAA-0000,ТехноТулс,Германия
975,Лопата,"🛠️ Лопата штыковая усиленная «Грунт-Мастер 2.0»

Надёжная и универсальная лопата, которая станет незаменимым инструментом на любом садовом или строительном участке. Штыковая форма рабочей части позволяет с лёгкостью копать, подрезать корни, переносить грунт и выполнять множество других задач. Благодаря специально закалённой стали и усиленной конструкции, лопата выдерживает высокие нагрузки и не деформируется при работе с тяжёлым грунтом или глиной.

Лезвие имеет заострённую кромку для лучшего проникновения в землю, а дополнительная ребристая структура усиливает прочность и устойчивость к изгибу. Черенок выполнен из твёрдой древесины и покрыт влагостойким лаком, а Т-образная рукоятка способствует удобному захвату и снижению нагрузки на запястья.

Технические характеристики:
	•	Тип: штыковая
	•	Материал лезвия: углеродистая сталь с антикоррозийным покрытием
	•	Ширина лезвия: 21 см
	•	Длина инструмента: 120 см
	•	Черенок: дерево (ясень), лакированный
	•	Тип рукоятки: Т-образная
	•	Вес: 1.2 кг
	•	Производитель: Грунт-Мастер
	•	Гарантия: 3 года

Лопата отлично подойдёт как для сезонных работ на даче, так и для регулярного использования в условиях повышенной нагрузки. Простая в обслуживании, устойчивая к коррозии и сколам.",Товары для дачи,1836,Нет,3.8,625,AAA-0000,ТехноТулс,Беларусь
976,Газонокосилка,"🌿 Газонокосилка электрическая «Торнадо 3200» — точный рез, без шума и хлопот

Если вы хотите ухоженный газон без особых усилий — газонокосилка «Торнадо 3200» станет вашим надёжным помощником. Эта модель идеально подходит для дачных участков, частных домов и небольших парков — компактная, манёвренная и при этом достаточно мощная, чтобы справиться даже с запущенной травой.

Работает от обычной электросети 220В, не требует заправки топливом и не выбрасывает вредные выхлопы — экологично и бесшумно. Удобна как для молодых садоводов, так и для пожилых людей — всё просто, безопасно и эффективно.

Технические характеристики:
	•	Мощность двигателя: 1600 Вт
	•	Ширина скашивания: 38 см
	•	Высота скашивания: регулируемая, от 25 до 70 мм (5 уровней)
	•	Объём травосборника: 40 л
	•	Тип привода: толкаемая (ручная)
	•	Материал корпуса: ударопрочный ABS-пластик
	•	Вес: 12 кг
	•	Уровень шума: до 84 дБ — тише бензиновых аналогов

Преимущества:
	•	Лёгкий запуск одной кнопкой, без рывков и дерганий.
	•	Большие задние колёса для лучшего маневрирования на неровном участке.
	•	Вместительный травосборник легко снимается и очищается.
	•	Ножи из закалённой стали — острые, долговечные, легко заменяются.
	•	Эргономичная складная ручка для компактного хранения.
	•	Не требует замены масла и фильтров — минимальное обслуживание.

С «Торнадо 3200» ваш газон всегда будет выглядеть как на картинке — свежеподстриженный, ровный и аккуратный. Это идеальный выбор для тех, кто ценит время, чистоту и тишину.",Товары для дачи,1371,Нет,4.5,129,AAA-0000,GardenPro,Китай
977,Лопата,"🛠️ Лопата штыковая усиленная «Грунт-Мастер 2.0»

Надёжная и универсальная лопата, которая станет незаменимым инструментом на любом садовом или строительном участке. Штыковая форма рабочей части позволяет с лёгкостью копать, подрезать корни, переносить грунт и выполнять множество других задач. Благодаря специально закалённой стали и усиленной конструкции, лопата выдерживает высокие нагрузки и не деформируется при работе с тяжёлым грунтом или глиной.

Лезвие имеет заострённую кромку для лучшего проникновения в землю, а дополнительная ребристая структура усиливает прочность и устойчивость к изгибу. Черенок выполнен из твёрдой древесины и покрыт влагостойким лаком, а Т-образная рукоятка способствует удобному захвату и снижению нагрузки на запястья.

Технические характеристики:
	•	Тип: штыковая
	•	Материал лезвия: углеродистая сталь с антикоррозийным покрытием
	•	Ширина лезвия: 21 см
	•	Длина инструмента: 120 см
	•	Черенок: дерево (ясень), лакированный
	•	Тип рукоятки: Т-образная
	•	Вес: 1.2 кг
	•	Производитель: Грунт-Мастер
	•	Гарантия: 3 года

Лопата отлично подойдёт как для сезонных работ на даче, так и для регулярного использования в условиях повышенной нагрузки. Простая в обслуживании, устойчивая к коррозии и сколам.",Товары для дачи,1860,Нет,4.1,253,CCC-2222,Зелёный Дом,Китай
978,Тачка,"🛒 Тачка садовая двухколёсная «Титан 120»

Мощная и устойчивая садовая тачка, спроектированная для транспортировки тяжёлых и габаритных грузов. Незаменима в хозяйстве: будь то перевозка грунта, строительных материалов, дров, компоста или урожая — «Титан 120» справится с любой задачей. Конструкция с двумя пневматическими колёсами обеспечивает повышенную устойчивость и облегчает передвижение даже по рыхлому или неровному грунту.

Корпус изготовлен из оцинкованной стали, защищённой от ржавчины и механических повреждений. Усиленное дно выдерживает большие нагрузки, а эргономичные рукоятки с прорезиненными накладками обеспечивают надёжный хват и комфорт при работе.

Технические характеристики:
	•	Тип: садовая тачка
	•	Объём корыта: 120 литров
	•	Грузоподъёмность: до 200 кг
	•	Материал корыта: оцинкованная сталь (толщина 1.0 мм)
	•	Колёса: 2 пневматических (диаметр 38 см)
	•	Материал рамы: стальная труба, порошковая окраска
	•	Длина: 145 см
	•	Ширина: 60 см
	•	Вес: 14 кг
	•	Производитель: Титан Хаус Индастриз

Сочетает в себе надёжность, объём и устойчивость. Идеальный выбор для тех, кто ценит качество и практичность в мелкой сельхозтехнике.",Товары для дачи,4058,Да,4.6,260,BBB-1111,Садовод,Россия
